Sr. No.,News Items,Label
422,جموں و کشمیر میں پہلے مقامی انتخابات میں فاروق عبد اللہ کی زیرقیادت گپپکر الائنس نے بڑے پیمانے پر کامیابی حاصل کی ہے کیونکہ اس نے گذشتہ سال خصوصی حیثیت کھو دی تھی اور اسے مرکزی علاقے میں تبدیل کردیا گیا تھا۔,TRUE
423,"اسلام آباد - ینگ ٹرینڈسیٹنگ ٹکنالوجی کمپنی ، رئیلم عالمی سطح پر پریمیم اسمارٹ فونز اور اے آئی او ٹی مصنوعات فراہم کرنے کے لئے پرعزم ہے۔ ہمت کرنے کی ہمت نعرہ والا برانڈ ، اس کے عالمی استعمال کے لئے جدید ترین ٹیکنالوجیز اور ٹرینڈسیٹنگ ڈیزائن کو آگے لاتا ہے",TRUE
424,"اسلام آباد ، 24 دسمبر (سنہوا) - پاکستانی فوج نے پاکستانی فوج نے جمعرات کی شام کو بتایا کہ پاکستان کے شمال مغربی قبائلی ضلع شمالی وزیرستان میں دہشت گردوں کی فائرنگ سے ایک پاکستانی فوجی ہلاک اور سات دیگر زخمی ہوگئے ، پاکستانی فوج نے جمعرات کی شام کہا",TRUE
425,"کورونا وائرس کے انفیکشن کے خلاف میگا ویکسینیشن مہم کو آگے بڑھانے کی تیاری کرتے ہوئے، حکومت نے پہلے ہی ملک بھر کے 681 اضلاع میں 49,604 میڈیکل افسران کو آپریشنل رہنما خطوط پر تربیت دی ہے تاکہ 'ترجیحی' آبادی کو آسانی سے ٹیکہ لگایا جا سکے",TRUE
426,"وزیر اعظم نریندر مودی نے جمعہ کے روز نئے زرعی قوانین کے خلاف احتجاج کرنے والوں کو ""گمراہ کرنے"" کے لئے اپوزیشن جماعتوں پر اپنے حملے کی تجدید کی، بنگال کی وزیر اعلیٰ ممتا بنرجی کو 70 لاکھ کسانوں کو وزیر اعظم-کسان کے فوائد کو ""انکار کرنے"" کے لئے الگ کیا اور بائیں محاذ پر عدم اطمینان پھیلانے کا الزام لگایا",TRUE
427,انڈیا نیوز: جموں: پاکستانی رینجرس نے کٹھوعہ ضلع میں بین الاقوامی سرحد (آئی بی) کے ساتھ آگے کی چوکیوں پر بلا اشتعال فائرنگ کا سہارا لے کر جنگ بندی کی خلاف ورزی کی,TRUE
428,کچھ ماہرین کا کہنا ہے کہ چین نے 2002 میں مشرقی ترکستان اسلامی تحریک کو ایک دہشت گرد تنظیم کے طور پر اپنے جبر کی مہم کا جواز پیش کرنے کے لئے ایک دہشت گرد تنظیم کے طور پر استعمال کیا ہے,TRUE
429,"رپورٹس کے مطابق، پاکستانی ریگولیٹرز نے جمعہ کو انٹرنیٹ کمپنیاں گوگل اور وکی پیڈیا کو 'توہین آمیز مواد پھیلانے' پر سرزنش کی",TRUE
430,"پاکستانی حکام نے گوگل اور وکی پیڈیا کو پیغمبر اسلام کے خاکے اور قرآن کے ""غیر مستند"" ورژن جیسے مواد پر نوٹس بھیجے ہیں",TRUE
431,حکام کا کہنا ہے کہ ہیرا نگر سیکٹر کے ستپال سرحدی چوکی علاقے میں آئی بی کے پار سے فائرنگ کے بعد بی ایس ایف نے سخت جوابی کارروائی کی,TRUE
432,"چین کے بڑھتے ہوئے جاسوسی نیٹ ورک کے ایک اور معاملے میں، افغانستان کی نیشنل سیکیورٹی سروس (این ڈی ایس) نے مبینہ طور پر جاسوسی کے الزام میں 10 چینی شہریوں کو حراست میں لے لیا",TRUE
433,حکام کا کہنا ہے کہ مسلح افراد نے صوبہ بلوچستان کے ضلع ہرنائی میں فرنٹیئر کور کی چوکی پر حملہ کیا۔ بلوچستان ایک دہائی سے زائد عرصے سے شورش کا شکار ہے,TRUE
434,فوج نے اتوار کے روز کہا کہ گلگت بلتستان میں تکنیکی وجوہات کی بنا پر ایک فوجی ہیلی کاپٹر حادثے کا شکار ہونے سے پاک فوج کے چار اہلکار ہلاک ہو گئے,TRUE
435,پاکستان نیوز: اسلام آباد: پاکستان کے صوبہ سندھ کی حکومت نے برطانوی نژاد القاعدہ رہنما احمد عمر سعید شیخ اور ان کے تین ساتھیوں کو رہا نہ کرنے کا فیصلہ کیا ہے,TRUE
436,"لاک ڈاؤن کا تناؤ، صحت سے متعلق بہت زیادہ خدمات اور غلط علامات حاملہ خواتین کو خطرے میں ڈال رہی ہیں۔",TRUE
437,جموں و کشمیر پولیس نے اس سال کے شروع میں جنوبی کشمیر کے شوپیاں ضلع میں مبینہ فرضی انکاؤنٹر میں ایک فوجی افسر سمیت تین لوگوں کے خلاف چارج شیٹ داخل کی ہے,TRUE
438,"پولیس کا کہنا ہے کہ دھماکہ ہفتہ کو پنجگور کے علاقے ایسائی میں فٹ بال کلب کے قریب ہوا، جس میں دو افراد ہلاک ہوئے۔ سماء نیوز نے رپورٹ کیا کہ سات زخمیوں کو مقامی ہسپتال میں داخل کرایا گیا ہے۔",TRUE
439,وزیراعلیٰ نے کہا کہ سکھ گرووں نے ’’ہندو مذہب کے تحفظ کے لیے قربانیاں دی ہیں‘‘ اور ملک انہیں ہمیشہ یاد رکھے گا,TRUE
440,"ہمارا بنیادی مقصد جموں و کشمیر میں آزادانہ اور منصفانہ انتخابات تھا جہاں لوگوں کو اپنے جمہوری حق کا استعمال کرنا چاہیے اور اس بار بھی ایسا ہی ہوا۔"" ""اس الیکشن کے دوران ہم نے جموں و کشمیر کے لوگوں کے دل جیت لیے اور بی جے پی واحد سب سے بڑی پارٹی بن گئی",TRUE
441,"لاک ڈاؤن کے بعد، حکومت نے ابھی تک بین الاقوامی پروازوں کے باقاعدہ آپریشن کی اجازت نہیں دی ہے، اس کے بجائے وہ وندے بھارت مشن کے ذریعے برطانیہ سمیت 23 ممالک کے ساتھ ٹرانسپورٹ بلبلوں کو چلاتی ہے",TRUE
442,"چونکہ چین کے ساتھ تلخ سرحدی تعطل نے اسے اپنی بیرونی مصروفیات کو دوبارہ ترتیب دینے پر مجبور کیا، ہندوستان نے اپنی جیو پولیٹ کو بڑھانے کے بڑے مقصد کے ساتھ امریکہ، جاپان، برطانیہ اور فرانس جیسے بڑے عالمی کھلاڑیوں کے ساتھ تعلقات کو فروغ دینے پر توجہ مرکوز کرتے ہوئے سفارتی دباؤ بڑھایا",TRUE
443,چینی وزارت خارجہ کے ترجمان ژاؤ لیجیان نے ان خبروں کو بھی مسترد کر دیا کہ چین بڑھتی ہوئی بدعنوانی اور عسکریت پسندوں کے حملوں کے درمیان CPEC کے تحت 60 بلین امریکی ڈالر کے پاکستان کے ساتھ اپنے ابتدائی مالی وعدوں سے پیچھے ہٹ رہا ہے,TRUE
444,چین نے ان خبروں کو بے بنیاد قرار دیا کہ اس نے پاکستان سے ریلوے لائن منصوبے کے لیے 6 ارب روپے کے قرض کی منظوری کے لیے اضافی ضمانتیں مانگی ہیں۔,TRUE
445,"انسانی حقوق کے کارکنوں کا کہنا ہے کہ کورونا وائرس کے خلاف لاک ڈاؤن کے دوران اس عمل میں تیزی آئی ہے، جب لڑکیاں اسکول سے باہر ہوتی ہیں اور زیادہ نظر آتی ہیں، دلہن کے اسمگلر انٹرنیٹ پر زیادہ سرگرم ہوتے ہیں اور خاندان زیادہ قرضوں میں ڈوبے ہوتے ہیں",TRUE
446,"وزارت خزانہ نے پیر کو ریاستوں کو جی ایس ٹی معاوضہ کی کمی کو پورا کرنے کے لیے 6,000 کروڑ روپے کی نویں قسط جاری کی، جس سے جاری کردہ فنڈ کی کل رقم 54,000 کروڑ روپے ہوگئی",TRUE
447,"پاکستان نے ہفتہ کے روز ضلع ترقیاتی کونسل کے نام نہاد انتخابات کے بعد، ہندوستان کے غیر قانونی طور پر مقبوضہ جموں و کشمیر میں 'جمہوریت' کے بارے میں ہندوستانی وزیر اعظم نریندر مودی کے مضحکہ خیز اور غلط دعووں کو مسترد کردیا",TRUE
448,عسکریت پسند تحریک میں بھرتی ہونے والے 17 افراد کی کہانیاں جنہوں نے اس سال اپنے ہتھیار فوجی حکام کے حوالے کرنے کا فیصلہ کیا تھا لیکن ان کا ذیلی متن ایک ہی ہے – مرکزی دھارے میں واپس آنے کی خواہش۔ حکام کا کہنا ہے کہ فوج توجہ مرکوز کر رہی ہے,TRUE
449,سیکیورٹی فورسز نے محمد اشرف کو گرفتار کر کے تلاشی کے دوران اس کے بیگ سے دو دستی بم برآمد کر لیے,TRUE
450,"سری نگر - کشمیر میں ہندوستانی پولیس نے ایک فوجی افسر اور ایک شہری کے خلاف مبینہ طور پر تین مزدوروں کو ہلاک کرنے اور انہیں عسکریت پسندوں کے طور پر پیش کرنے کے لیے ہتھیار نصب کرنے کے الزامات عائد کیے ہیں، یہ ایک غیر معمولی فرد جرم میں فوج کی جانب سے بغاوت کے خلاف برسرپیکار ہے",TRUE
451,ایران کے انسداد دہشت گردی کے آئیکن کے امریکی قتل کی پہلی برسی بالکل قریب ہے۔ پاکستان اور ہندوستان کے زیر انتظام کشمیر میں پریس ٹی وی کے نامہ نگاروں نے ایران کے لیفٹیننٹ کے بارے میں لوگوں سے بات چیت کی ہے,TRUE
452,انٹیلی جنس بیورو (آئی بی) کے ذرائع نے انڈیا ٹوڈے ٹی وی کو بتایا کہ دہشت گرد تنظیمیں لشکر طیبہ (ایل ای ٹی) اور جیش محمد (جے ایم) نئے سال میں سیکورٹی تنصیبات اور فورسز پر پٹھانکوٹ جیسے دہشت گردانہ حملے کرنے کی منصوبہ بندی کر رہی ہیں,TRUE
453,"شیو سینا نے سنجے راوت کی اہلیہ ورشا کو انفورسمنٹ ڈائریکٹوریٹ کی طرف سے نوٹس موصول ہونے کے ایک دن بعد پی ایم نریندر مودی کی قیادت والی حکومت پر ""جانوروں کا فارم"" چلانے کا الزام لگایا ہے",TRUE
454,ہندوستانی فوج نے ستمبر میں اعتراف کیا تھا کہ عوامی احتجاج کے بعد فائرنگ کے تبادلے میں تین مزدور مارے گئے تھے,TRUE
455,جموں و کشمیر بی جے پی کے انچارج ترون چُگ نے کہا کہ حالیہ ضلع ترقیاتی کونسل کے انتخابات مفتیوں اور بیٹوں اور عبداللہ اور بیٹوں کے لیے الوداعی پارٹی تھے,TRUE
456,اچھی خبر یہ ہے کہ اگر ہندوستان ہندوستانی 5G کے آغاز کو تیز کرتا ہے تو ہندوستان چینی 5G حملے سے بچ سکتا ہے۔ بھارت ایسی ٹیکنالوجیز پر کام کر رہا ہے جو اسے دیسی 5G شروع کرنے کے قابل بنائے گی جو عام شہریوں کے لیے بھی IOT پلیٹ فارمز چلائے گی,TRUE
457,"لاک ڈاؤن گجرات میں ایک انسانی المیے میں بدل گیا کیونکہ مہاجر مزدور، بے روزگار ہو گئے اور واپس آنے کے لیے بہت کم وسائل کے ساتھ اپنے آبائی مقامات کو جانے کا فیصلہ کیا",TRUE
458,جھارکھنڈ اسکول نے اپنے کنڈرگارٹن طلباء کو پاکستان اور بنگلہ دیش کے قومی ترانے سیکھنے اور اس پر عمل کرنے کی ہدایت کی,TRUE
459,"ایک طرف متوازن ٹرے پر ترتیب دیئے گئے معمول کے ناشتے کے ساتھ ساتھ ، مومن خان اسلام آباد میں ہجوم بس اسٹینڈ پر مسافروں کو چہرے کے ماسک بیچتے ہیں۔ وہ کہتے ہیں کہ زیادہ تر نقاب کے لئے چھ سینٹ ادا کرنے کے بجائے ناشتے کا انتخاب کرتے ہیں۔",TRUE
